task,level,id,scale,score
MS,medium,7s1EYKyluI,PE,75
MS,medium,7s1EYKyluI,EF,99
MS,medium,7s1EYKyluI,FR,1
ST,hard,GxpGXkXK8v,ME,84
ST,hard,GxpGXkXK8v,PH,85
ST,hard,GxpGXkXK8v,TI,99
ST,hard,GxpGXkXK8v,PE,50
ST,hard,GxpGXkXK8v,EF,93
ST,hard,GxpGXkXK8v,FR,65
MS,medium,GxpGXkXK8v,ME,83
MS,medium,GxpGXkXK8v,PH,94
MS,medium,GxpGXkXK8v,TI,49
MS,medium,GxpGXkXK8v,PE,46
MS,medium,GxpGXkXK8v,EF,75
MS,medium,GxpGXkXK8v,FR,52
ST,medium,GxpGXkXK8v,ME,56
ST,medium,GxpGXkXK8v,PH,72
ST,medium,GxpGXkXK8v,TI,59
ST,medium,GxpGXkXK8v,PE,28
ST,medium,GxpGXkXK8v,EF,75
ST,medium,GxpGXkXK8v,FR,46
ST,easy,GxpGXkXK8v,ME,34
ST,easy,GxpGXkXK8v,PH,34
ST,easy,GxpGXkXK8v,TI,46
ST,easy,GxpGXkXK8v,PE,0
ST,easy,GxpGXkXK8v,EF,51
ST,easy,GxpGXkXK8v,FR,7
MR,easy,GxpGXkXK8v,ME,35
MR,easy,GxpGXkXK8v,PH,35
MR,easy,GxpGXkXK8v,TI,42
MR,easy,GxpGXkXK8v,PE,5
MR,easy,GxpGXkXK8v,EF,45
MR,easy,GxpGXkXK8v,FR,25
MS,hard,GxpGXkXK8v,ME,100
MS,hard,GxpGXkXK8v,PH,100
MS,hard,GxpGXkXK8v,TI,100
MS,hard,GxpGXkXK8v,PE,88
MS,hard,GxpGXkXK8v,EF,98
MS,hard,GxpGXkXK8v,FR,99
MR,hard,GxpGXkXK8v,ME,73
MR,hard,GxpGXkXK8v,PH,75
MR,hard,GxpGXkXK8v,TI,46
MR,hard,GxpGXkXK8v,PE,30
MR,hard,GxpGXkXK8v,EF,75
MR,hard,GxpGXkXK8v,FR,54
MR,medium,GxpGXkXK8v,ME,78
MR,medium,GxpGXkXK8v,PH,76
MR,medium,GxpGXkXK8v,TI,67
MR,medium,GxpGXkXK8v,PE,17
MR,medium,GxpGXkXK8v,EF,63
MR,medium,GxpGXkXK8v,FR,49
MS,easy,GxpGXkXK8v,ME,67
MS,easy,GxpGXkXK8v,PH,63
MS,easy,GxpGXkXK8v,TI,64
MS,easy,GxpGXkXK8v,PE,43
MS,easy,GxpGXkXK8v,EF,64
MS,easy,GxpGXkXK8v,FR,30
ST,easy,W98TU3XJxb,ME,30
ST,easy,W98TU3XJxb,PH,10
ST,easy,W98TU3XJxb,TI,55
ST,easy,W98TU3XJxb,PE,0
ST,easy,W98TU3XJxb,EF,30
ST,easy,W98TU3XJxb,FR,50
MR,easy,W98TU3XJxb,ME,81
MR,easy,W98TU3XJxb,PH,49
MR,easy,W98TU3XJxb,TI,50
MR,easy,W98TU3XJxb,PE,45
MR,easy,W98TU3XJxb,EF,74
MR,easy,W98TU3XJxb,FR,80
ST,medium,W98TU3XJxb,ME,84
ST,medium,W98TU3XJxb,PH,70
ST,medium,W98TU3XJxb,TI,95
ST,medium,W98TU3XJxb,PE,45
ST,medium,W98TU3XJxb,EF,80
ST,medium,W98TU3XJxb,FR,85
MR,medium,W98TU3XJxb,ME,75
MR,medium,W98TU3XJxb,PH,75
MR,medium,W98TU3XJxb,TI,54
MR,medium,W98TU3XJxb,PE,35
MR,medium,W98TU3XJxb,EF,85
MR,medium,W98TU3XJxb,FR,90
MS,easy,W98TU3XJxb,ME,10
MS,easy,W98TU3XJxb,PH,21
MS,easy,W98TU3XJxb,TI,25
MS,easy,W98TU3XJxb,PE,10
MS,easy,W98TU3XJxb,EF,38
MS,easy,W98TU3XJxb,FR,20
ST,hard,W98TU3XJxb,ME,89
ST,hard,W98TU3XJxb,PH,88
ST,hard,W98TU3XJxb,TI,66
ST,hard,W98TU3XJxb,PE,50
ST,hard,W98TU3XJxb,EF,85
ST,hard,W98TU3XJxb,FR,86
MS,medium,W98TU3XJxb,ME,70
MS,medium,W98TU3XJxb,PH,70
MS,medium,W98TU3XJxb,TI,74
MS,medium,W98TU3XJxb,PE,30
MS,medium,W98TU3XJxb,EF,74
MS,medium,W98TU3XJxb,FR,55
MS,hard,W98TU3XJxb,ME,95
MS,hard,W98TU3XJxb,PH,90
MS,hard,W98TU3XJxb,TI,90
MS,hard,W98TU3XJxb,PE,10
MS,hard,W98TU3XJxb,EF,90
MS,hard,W98TU3XJxb,FR,50
MR,hard,W98TU3XJxb,ME,80
MR,hard,W98TU3XJxb,PH,80
MR,hard,W98TU3XJxb,TI,80
MR,hard,W98TU3XJxb,PE,42
MR,hard,W98TU3XJxb,EF,90
MR,hard,W98TU3XJxb,FR,86
MS,easy,yWB1eDgHxE,ME,25
MS,easy,yWB1eDgHxE,PH,11
MS,easy,yWB1eDgHxE,TI,25
MS,easy,yWB1eDgHxE,PE,4
MS,easy,yWB1eDgHxE,EF,25
MS,easy,yWB1eDgHxE,FR,14
MR,easy,yWB1eDgHxE,ME,10
MR,easy,yWB1eDgHxE,PH,4
MR,easy,yWB1eDgHxE,TI,5
MR,easy,yWB1eDgHxE,PE,0
MR,easy,yWB1eDgHxE,EF,15
MR,easy,yWB1eDgHxE,FR,5
ST,medium,yWB1eDgHxE,ME,49
ST,medium,yWB1eDgHxE,PH,31
ST,medium,yWB1eDgHxE,TI,70
ST,medium,yWB1eDgHxE,PE,26
ST,medium,yWB1eDgHxE,EF,41
ST,medium,yWB1eDgHxE,FR,44
MR,medium,yWB1eDgHxE,ME,19
MR,medium,yWB1eDgHxE,PH,11
MR,medium,yWB1eDgHxE,TI,6
MR,medium,yWB1eDgHxE,PE,1
MR,medium,yWB1eDgHxE,EF,12
MR,medium,yWB1eDgHxE,FR,10
ST,hard,yWB1eDgHxE,ME,44
ST,hard,yWB1eDgHxE,PH,35
ST,hard,yWB1eDgHxE,TI,65
ST,hard,yWB1eDgHxE,PE,45
ST,hard,yWB1eDgHxE,EF,45
ST,hard,yWB1eDgHxE,FR,60
MS,medium,yWB1eDgHxE,ME,40
MS,medium,yWB1eDgHxE,PH,30
MS,medium,yWB1eDgHxE,TI,50
MS,medium,yWB1eDgHxE,PE,20
MS,medium,yWB1eDgHxE,EF,39
MS,medium,yWB1eDgHxE,FR,40
ST,easy,yWB1eDgHxE,ME,11
ST,easy,yWB1eDgHxE,PH,11
ST,easy,yWB1eDgHxE,TI,20
ST,easy,yWB1eDgHxE,PE,6
ST,easy,yWB1eDgHxE,EF,19
ST,easy,yWB1eDgHxE,FR,15
MR,hard,yWB1eDgHxE,ME,25
MR,hard,yWB1eDgHxE,PH,16
MR,hard,yWB1eDgHxE,TI,15
MR,hard,yWB1eDgHxE,PE,10
MR,hard,yWB1eDgHxE,EF,20
MR,hard,yWB1eDgHxE,FR,16
MS,hard,yWB1eDgHxE,ME,55
MS,hard,yWB1eDgHxE,PH,45
MS,hard,yWB1eDgHxE,TI,65
MS,hard,yWB1eDgHxE,PE,45
MS,hard,yWB1eDgHxE,EF,62
MS,hard,yWB1eDgHxE,FR,74
ST,hard,cdCa7qlKqK,ME,60
ST,hard,cdCa7qlKqK,PH,85
ST,hard,cdCa7qlKqK,TI,95
ST,hard,cdCa7qlKqK,PE,75
ST,hard,cdCa7qlKqK,EF,79
ST,hard,cdCa7qlKqK,FR,65
MS,easy,cdCa7qlKqK,ME,60
MS,easy,cdCa7qlKqK,PH,50
MS,easy,cdCa7qlKqK,TI,35
MS,easy,cdCa7qlKqK,PE,15
MS,easy,cdCa7qlKqK,EF,60
MS,easy,cdCa7qlKqK,FR,25
MS,hard,cdCa7qlKqK,ME,80
MS,hard,cdCa7qlKqK,PH,70
MS,hard,cdCa7qlKqK,TI,85
MS,hard,cdCa7qlKqK,PE,50
MS,hard,cdCa7qlKqK,EF,80
MS,hard,cdCa7qlKqK,FR,60
MS,medium,cdCa7qlKqK,ME,70
MS,medium,cdCa7qlKqK,PH,60
MS,medium,cdCa7qlKqK,TI,70
MS,medium,cdCa7qlKqK,PE,15
MS,medium,cdCa7qlKqK,EF,65
MS,medium,cdCa7qlKqK,FR,40
MR,medium,cdCa7qlKqK,ME,50
MR,medium,cdCa7qlKqK,PH,50
MR,medium,cdCa7qlKqK,TI,55
MR,medium,cdCa7qlKqK,PE,34
MR,medium,cdCa7qlKqK,EF,56
MR,medium,cdCa7qlKqK,FR,40
MR,easy,cdCa7qlKqK,ME,65
MR,easy,cdCa7qlKqK,PH,50
MR,easy,cdCa7qlKqK,TI,41
MR,easy,cdCa7qlKqK,PE,30
MR,easy,cdCa7qlKqK,EF,60
MR,easy,cdCa7qlKqK,FR,40
MR,hard,cdCa7qlKqK,ME,70
MR,hard,cdCa7qlKqK,PH,40
MR,hard,cdCa7qlKqK,TI,35
MR,hard,cdCa7qlKqK,PE,40
MR,hard,cdCa7qlKqK,EF,70
MR,hard,cdCa7qlKqK,FR,35
ST,medium,cdCa7qlKqK,ME,65
ST,medium,cdCa7qlKqK,PH,65
ST,medium,cdCa7qlKqK,TI,65
ST,medium,cdCa7qlKqK,PE,30
ST,medium,cdCa7qlKqK,EF,65
ST,medium,cdCa7qlKqK,FR,50
ST,easy,cdCa7qlKqK,ME,50
ST,easy,cdCa7qlKqK,PH,51
ST,easy,cdCa7qlKqK,TI,60
ST,easy,cdCa7qlKqK,PE,15
ST,easy,cdCa7qlKqK,EF,50
ST,easy,cdCa7qlKqK,FR,35
ST,easy,0dkwUmCwzJ,ME,6
ST,easy,0dkwUmCwzJ,PH,5
ST,easy,0dkwUmCwzJ,TI,10
ST,easy,0dkwUmCwzJ,PE,5
ST,easy,0dkwUmCwzJ,EF,8
ST,easy,0dkwUmCwzJ,FR,5
MR,medium,0dkwUmCwzJ,ME,70
MR,medium,0dkwUmCwzJ,PH,70
MR,medium,0dkwUmCwzJ,TI,50
MR,medium,0dkwUmCwzJ,PE,65
MR,medium,0dkwUmCwzJ,EF,80
MR,medium,0dkwUmCwzJ,FR,60
MS,hard,0dkwUmCwzJ,ME,95
MS,hard,0dkwUmCwzJ,PH,95
MS,hard,0dkwUmCwzJ,TI,95
MS,hard,0dkwUmCwzJ,PE,89
MS,hard,0dkwUmCwzJ,EF,97
MS,hard,0dkwUmCwzJ,FR,75
MR,hard,0dkwUmCwzJ,ME,47
MR,hard,0dkwUmCwzJ,PH,50
MR,hard,0dkwUmCwzJ,TI,50
MR,hard,0dkwUmCwzJ,PE,50
MR,hard,0dkwUmCwzJ,EF,50
MR,hard,0dkwUmCwzJ,FR,50
MS,easy,0dkwUmCwzJ,ME,7
MS,easy,0dkwUmCwzJ,PH,9
MS,easy,0dkwUmCwzJ,TI,9
MS,easy,0dkwUmCwzJ,PE,0
MS,easy,0dkwUmCwzJ,EF,11
MS,easy,0dkwUmCwzJ,FR,20
MR,easy,0dkwUmCwzJ,ME,7
MR,easy,0dkwUmCwzJ,PH,7
MR,easy,0dkwUmCwzJ,TI,7
MR,easy,0dkwUmCwzJ,PE,28
MR,easy,0dkwUmCwzJ,EF,23
MR,easy,0dkwUmCwzJ,FR,20
ST,medium,0dkwUmCwzJ,ME,50
ST,medium,0dkwUmCwzJ,PH,50
ST,medium,0dkwUmCwzJ,TI,50
ST,medium,0dkwUmCwzJ,PE,55
ST,medium,0dkwUmCwzJ,EF,61
ST,medium,0dkwUmCwzJ,FR,49
MS,medium,0dkwUmCwzJ,ME,49
MS,medium,0dkwUmCwzJ,PH,50
MS,medium,0dkwUmCwzJ,TI,50
MS,medium,0dkwUmCwzJ,PE,35
MS,medium,0dkwUmCwzJ,EF,65
MS,medium,0dkwUmCwzJ,FR,56
ST,hard,0dkwUmCwzJ,ME,97
ST,hard,0dkwUmCwzJ,PH,97
ST,hard,0dkwUmCwzJ,TI,97
ST,hard,0dkwUmCwzJ,PE,97
ST,hard,0dkwUmCwzJ,EF,90
ST,hard,0dkwUmCwzJ,FR,90
ST,hard,h3qLkF1oCE,ME,45
ST,hard,h3qLkF1oCE,PH,15
ST,hard,h3qLkF1oCE,TI,65
ST,hard,h3qLkF1oCE,PE,55
ST,hard,h3qLkF1oCE,EF,45
ST,hard,h3qLkF1oCE,FR,55
MS,medium,h3qLkF1oCE,ME,85
MS,medium,h3qLkF1oCE,PH,45
MS,medium,h3qLkF1oCE,TI,80
MS,medium,h3qLkF1oCE,PE,5
MS,medium,h3qLkF1oCE,EF,69
MS,medium,h3qLkF1oCE,FR,75
ST,medium,h3qLkF1oCE,ME,70
ST,medium,h3qLkF1oCE,PH,29
ST,medium,h3qLkF1oCE,TI,69
ST,medium,h3qLkF1oCE,PE,55
ST,medium,h3qLkF1oCE,EF,60
ST,medium,h3qLkF1oCE,FR,70
MS,hard,h3qLkF1oCE,ME,95
MS,hard,h3qLkF1oCE,PH,55
MS,hard,h3qLkF1oCE,TI,60
MS,hard,h3qLkF1oCE,PE,11
MS,hard,h3qLkF1oCE,EF,75
MS,hard,h3qLkF1oCE,FR,40
ST,easy,h3qLkF1oCE,ME,30
ST,easy,h3qLkF1oCE,PH,20
ST,easy,h3qLkF1oCE,TI,40
ST,easy,h3qLkF1oCE,PE,10
ST,easy,h3qLkF1oCE,EF,50
ST,easy,h3qLkF1oCE,FR,60
MR,hard,h3qLkF1oCE,ME,65
MR,hard,h3qLkF1oCE,PH,35
MR,hard,h3qLkF1oCE,TI,5
MR,hard,h3qLkF1oCE,PE,60
MR,hard,h3qLkF1oCE,EF,30
MR,hard,h3qLkF1oCE,FR,20
MS,easy,h3qLkF1oCE,ME,29
MS,easy,h3qLkF1oCE,PH,29
MS,easy,h3qLkF1oCE,TI,15
MS,easy,h3qLkF1oCE,PE,0
MS,easy,h3qLkF1oCE,EF,45
MS,easy,h3qLkF1oCE,FR,70
MR,easy,h3qLkF1oCE,ME,60
MR,easy,h3qLkF1oCE,PH,30
MR,easy,h3qLkF1oCE,TI,10
MR,easy,h3qLkF1oCE,PE,75
MR,easy,h3qLkF1oCE,EF,56
MR,easy,h3qLkF1oCE,FR,45
MR,medium,h3qLkF1oCE,ME,65
MR,medium,h3qLkF1oCE,PH,36
MR,medium,h3qLkF1oCE,TI,14
MR,medium,h3qLkF1oCE,PE,70
MR,medium,h3qLkF1oCE,EF,45
MR,medium,h3qLkF1oCE,FR,55
MR,hard,Q479YcpCNr,ME,85
MR,hard,Q479YcpCNr,PH,0
MR,hard,Q479YcpCNr,TI,0
MR,hard,Q479YcpCNr,PE,50
MR,hard,Q479YcpCNr,EF,65
MR,hard,Q479YcpCNr,FR,100
MR,medium,Q479YcpCNr,ME,70
MR,medium,Q479YcpCNr,PH,0
MR,medium,Q479YcpCNr,TI,1
MR,medium,Q479YcpCNr,PE,50
MR,medium,Q479YcpCNr,EF,65
MR,medium,Q479YcpCNr,FR,99
ST,medium,Q479YcpCNr,ME,65
ST,medium,Q479YcpCNr,PH,1
ST,medium,Q479YcpCNr,TI,95
ST,medium,Q479YcpCNr,PE,25
ST,medium,Q479YcpCNr,EF,61
ST,medium,Q479YcpCNr,FR,40
ST,hard,Q479YcpCNr,ME,55
ST,hard,Q479YcpCNr,PH,1
ST,hard,Q479YcpCNr,TI,99
ST,hard,Q479YcpCNr,PE,50
ST,hard,Q479YcpCNr,EF,60
ST,hard,Q479YcpCNr,FR,55
MS,medium,Q479YcpCNr,ME,69
MS,medium,Q479YcpCNr,PH,45
MS,medium,Q479YcpCNr,TI,45
MS,medium,Q479YcpCNr,PE,6
MS,medium,Q479YcpCNr,EF,76
MS,medium,Q479YcpCNr,FR,3
ST,easy,Q479YcpCNr,ME,45
ST,easy,Q479YcpCNr,PH,1
ST,easy,Q479YcpCNr,TI,13
ST,easy,Q479YcpCNr,PE,2
ST,easy,Q479YcpCNr,EF,46
ST,easy,Q479YcpCNr,FR,4
MR,easy,Q479YcpCNr,ME,85
MR,easy,Q479YcpCNr,PH,1
MR,easy,Q479YcpCNr,TI,2
MR,easy,Q479YcpCNr,PE,96
MR,easy,Q479YcpCNr,EF,68
MR,easy,Q479YcpCNr,FR,99
MS,hard,Q479YcpCNr,ME,98
MS,hard,Q479YcpCNr,PH,80
MS,hard,Q479YcpCNr,TI,99
MS,hard,Q479YcpCNr,PE,75
MS,hard,Q479YcpCNr,EF,83
MS,hard,Q479YcpCNr,FR,50
MS,easy,Q479YcpCNr,ME,50
MS,easy,Q479YcpCNr,PH,59
MS,easy,Q479YcpCNr,TI,61
MS,easy,Q479YcpCNr,PE,0
MS,easy,Q479YcpCNr,EF,49
MS,easy,Q479YcpCNr,FR,2
ST,hard,vBoSbHJ7AD,ME,70
ST,hard,vBoSbHJ7AD,PH,60
ST,hard,vBoSbHJ7AD,TI,99
ST,hard,vBoSbHJ7AD,PE,30
ST,hard,vBoSbHJ7AD,EF,70
ST,hard,vBoSbHJ7AD,FR,70
MR,easy,vBoSbHJ7AD,ME,85
MR,easy,vBoSbHJ7AD,PH,59
MR,easy,vBoSbHJ7AD,TI,3
MR,easy,vBoSbHJ7AD,PE,71
MR,easy,vBoSbHJ7AD,EF,69
MR,easy,vBoSbHJ7AD,FR,78
MS,easy,vBoSbHJ7AD,ME,23
MS,easy,vBoSbHJ7AD,PH,14
MS,easy,vBoSbHJ7AD,TI,1
MS,easy,vBoSbHJ7AD,PE,0
MS,easy,vBoSbHJ7AD,EF,29
MS,easy,vBoSbHJ7AD,FR,13
MR,hard,vBoSbHJ7AD,ME,75
MR,hard,vBoSbHJ7AD,PH,70
MR,hard,vBoSbHJ7AD,TI,1
MR,hard,vBoSbHJ7AD,PE,56
MR,hard,vBoSbHJ7AD,EF,67
MR,hard,vBoSbHJ7AD,FR,69
MS,medium,vBoSbHJ7AD,ME,73
MS,medium,vBoSbHJ7AD,PH,68
MS,medium,vBoSbHJ7AD,TI,66
MS,medium,vBoSbHJ7AD,PE,24
MS,medium,vBoSbHJ7AD,EF,58
MS,medium,vBoSbHJ7AD,FR,57
MS,hard,vBoSbHJ7AD,ME,74
MS,hard,vBoSbHJ7AD,PH,73
MS,hard,vBoSbHJ7AD,TI,84
MS,hard,vBoSbHJ7AD,PE,88
MS,hard,vBoSbHJ7AD,EF,64
MS,hard,vBoSbHJ7AD,FR,94
MR,medium,vBoSbHJ7AD,ME,66
MR,medium,vBoSbHJ7AD,PH,59
MR,medium,vBoSbHJ7AD,TI,2
MR,medium,vBoSbHJ7AD,PE,23
MR,medium,vBoSbHJ7AD,EF,59
MR,medium,vBoSbHJ7AD,FR,21
ST,medium,vBoSbHJ7AD,ME,57
ST,medium,vBoSbHJ7AD,PH,57
ST,medium,vBoSbHJ7AD,TI,77
ST,medium,vBoSbHJ7AD,PE,72
ST,medium,vBoSbHJ7AD,EF,60
ST,medium,vBoSbHJ7AD,FR,67
ST,easy,vBoSbHJ7AD,ME,58
ST,easy,vBoSbHJ7AD,PH,65
ST,easy,vBoSbHJ7AD,TI,23
ST,easy,vBoSbHJ7AD,PE,1
ST,easy,vBoSbHJ7AD,EF,60
ST,easy,vBoSbHJ7AD,FR,50
MS,easy,JIY5GSm8aI,ME,49
MS,easy,JIY5GSm8aI,PH,35
MS,easy,JIY5GSm8aI,TI,49
MS,easy,JIY5GSm8aI,PE,0
MS,easy,JIY5GSm8aI,EF,50
MS,easy,JIY5GSm8aI,FR,50
MR,medium,JIY5GSm8aI,ME,50
MR,medium,JIY5GSm8aI,PH,50
MR,medium,JIY5GSm8aI,TI,31
MR,medium,JIY5GSm8aI,PE,0
MR,medium,JIY5GSm8aI,EF,49
MR,medium,JIY5GSm8aI,FR,22
ST,medium,JIY5GSm8aI,ME,85
ST,medium,JIY5GSm8aI,PH,50
ST,medium,JIY5GSm8aI,TI,76
ST,medium,JIY5GSm8aI,PE,34
ST,medium,JIY5GSm8aI,EF,74
ST,medium,JIY5GSm8aI,FR,75
MS,medium,JIY5GSm8aI,ME,100
MS,medium,JIY5GSm8aI,PH,100
MS,medium,JIY5GSm8aI,TI,71
MS,medium,JIY5GSm8aI,PE,50
MS,medium,JIY5GSm8aI,EF,99
MS,medium,JIY5GSm8aI,FR,95
ST,easy,JIY5GSm8aI,ME,14
ST,easy,JIY5GSm8aI,PH,19
ST,easy,JIY5GSm8aI,TI,25
ST,easy,JIY5GSm8aI,PE,10
ST,easy,JIY5GSm8aI,EF,14
ST,easy,JIY5GSm8aI,FR,11
MR,easy,JIY5GSm8aI,ME,50
MR,easy,JIY5GSm8aI,PH,45
MR,easy,JIY5GSm8aI,TI,35
MR,easy,JIY5GSm8aI,PE,5
MR,easy,JIY5GSm8aI,EF,34
MR,easy,JIY5GSm8aI,FR,25
ST,hard,JIY5GSm8aI,ME,99
ST,hard,JIY5GSm8aI,PH,77
ST,hard,JIY5GSm8aI,TI,96
ST,hard,JIY5GSm8aI,PE,64
ST,hard,JIY5GSm8aI,EF,90
ST,hard,JIY5GSm8aI,FR,96
MS,hard,JIY5GSm8aI,ME,100
MS,hard,JIY5GSm8aI,PH,95
MS,hard,JIY5GSm8aI,TI,99
MS,hard,JIY5GSm8aI,PE,50
MS,hard,JIY5GSm8aI,EF,100
MS,hard,JIY5GSm8aI,FR,100
MR,hard,JIY5GSm8aI,ME,20
MR,hard,JIY5GSm8aI,PH,15
MR,hard,JIY5GSm8aI,TI,15
MR,hard,JIY5GSm8aI,PE,15
MR,hard,JIY5GSm8aI,EF,30
MR,hard,JIY5GSm8aI,FR,26
MS,hard,KMzkcoEoDX,ME,100
MS,hard,KMzkcoEoDX,PH,5
MS,hard,KMzkcoEoDX,TI,90
MS,hard,KMzkcoEoDX,PE,50
MS,hard,KMzkcoEoDX,EF,85
MS,hard,KMzkcoEoDX,FR,95
MS,easy,KMzkcoEoDX,ME,0
MS,easy,KMzkcoEoDX,PH,0
MS,easy,KMzkcoEoDX,TI,1
MS,easy,KMzkcoEoDX,PE,0
MS,easy,KMzkcoEoDX,EF,0
MS,easy,KMzkcoEoDX,FR,3
MR,medium,KMzkcoEoDX,ME,20
MR,medium,KMzkcoEoDX,PH,0
MR,medium,KMzkcoEoDX,TI,0
MR,medium,KMzkcoEoDX,PE,3
MR,medium,KMzkcoEoDX,EF,20
MR,medium,KMzkcoEoDX,FR,3
ST,easy,KMzkcoEoDX,ME,0
ST,easy,KMzkcoEoDX,PH,0
ST,easy,KMzkcoEoDX,TI,2
ST,easy,KMzkcoEoDX,PE,0
ST,easy,KMzkcoEoDX,EF,2
ST,easy,KMzkcoEoDX,FR,3
MR,hard,KMzkcoEoDX,ME,30
